s2_paper_id,title,authors,year,cited_version,citation_count,contexts,intents,doi,arxiv_id,classification,confidence,representative_quote,reason
5ecade56f39065fccb49fb056f80adda52239e21,Do Java programmers write better Python? Studying off-language code quality on GitHub,Siegfried Horschig; Toni Mattis; R. Hirschfeld,2018.0,FSE2014,11,"[""where effects on software quality were traced back to language design aspects, controlling for a wide range of factors [5].""]","[""background""]",10.1145/3191697.3214341,,causal,,,manual
0f6600a00f32d3635d5b4a35978e3c55865a294e,Effective Regression Testing of Web Applications through Reusability of Resources,Madhusudana Ravi Eda,2018.0,FSE2014,0,"[""On the other hand, this flexibility introduces the risk of a variable changing its type during the execution, which leads security bugs [21, 75].""]","[""background""]",,,causal,,,manual
a94dc769b01123772f0f46880f5adb9ebd4522a5,Evaluating Domain-Specific Metric Thresholds: An Empirical Study,Allan Mori; Gustavo Vale; Markos Viggiato; Johnatan Oliveira; Eduardo Figueiredo; Elder Cirilo; Pooyan Jamshidi; Christian Kästner,2018.0,FSE2014,27,"[""[27] grouped systems in 7 different domains to check if language defect proneness depends on the software domain."", ""Some studies [17, 22, 27] have grouped software systems based on domains because somehow, they believe these systems share similar characteristics and differ from systems of other domains.""]","[""background""]",10.1145/3194164.3194173,,neutral,,,manual
5440be34a4fd3d3d0e96cd75d55bb97eba5fd2f5,Evaluating Maintainability Prejudices with a Large-Scale Study of Open-Source Projects,Tobias Roehm; Daniel Veihelmann; S. Wagner; Elmar Jürgens,2018.0,both,6,"[""In contrast, Ray et al. [33] found a strong correlation between the number of commits and code quality."", ""4 2 Related Work Ray et al. [33,32] present a similar study on code quality of GitHub code."", ""3 This paper complements other empirical studies on quality, especially the studies by Ray et al. [33,32] and Bissyand\u00b4e et al. [9]."", ""This result is in agreement with Ray et al. [33,32] and Bissyand\u00b4e et al. [9].""]","[""result"", ""background""]",10.1007/978-3-030-05767-1_10,1806.04556,hedged,,,manual
cf5db78f4a9d7c4036820133768777d3e46372e1,Evaluation Performance evaluation User experiments Case studies Expert evaluation Formalism and proof ! alitative user studies Requirements and Creation Interviews Corpus studies Natural Programming Rapid Prototyping,Michael J. Coblenz; Jonathan Aldrich; B. Myers; Joshua Sunshine,2018.0,FSE2014,0,"[""677186 [54] Baishakhi Ray, Daryl Posnett, Premkumar Devanbu, and Vladimir Filkov."", ""Empirical studies suggest that the choice of programming language can significantly impact software quality and security [54], as well as performance and programmer productivity [48].""]","[""background""]",,,causal,,,manual
d0a4670f8a20edb79415636c84567e38db3172db,Extending a game engine with custom tools,S. Kovanen,2018.0,FSE2014,0,"[""Manual memory management and the complex language specification of C++ are common bug hazards[14] that risk increasing feature""]","[""background""]",,,causal,,,manual
67af7c298fb067538cf7c4d2b9ad7ce9f0a4bd9d,How Does Bug-Handling Eort Dier Among Dierent Programming Languages?,Jie M. Zhang; Feng Li; Dan Hao; Meng Wang; Lu Zhang,2018.0,FSE2014,0,"[""5 We perform log transformation to stabilize the variance and improve the model \u0080t [34]."", ""\u008ce type classi\u0080cation divides a target language to strong typing and weak typing depending on how strictly types are distinguished [34]."", ""For each project, we collect the amount of line/\u0080le modi\u0080cation during bug handling by analyzing its commits, as in prior work [34, 39]."", ""To investigate the impact of domains on bug-handling e\u0082ort, similar to previous work [34] we divide the target projects into di\u0082erent domains (i."", ""\u008cird, we use multiple linear regression to indicate the contribution of di\u0082erent languages to bug-handling e\u0082ort [34]."", ""[34] investigated the e\u0082ects of di\u0082erent programming languages on code quality."", ""As in previous work [34], we consider them as control variables in regression analysis (see more in Section 3."", ""For each target language, we retrieve the project repositories that are primarily wri\u008aen in that language, and select 60 most popular projects based on their number of stars, as in prior work [8, 34, 36]."", ""To answer RQ3, we follow previous work [34] in manually classifying projects4 into seven domains (as shown in Table 3)."", ""As in previous work [34], we categorize the languages according to two well-known classi\u0080cations, namely compilation and typing, as shown in Table 2.""]","[""methodology""]",,,neutral,,,manual
dbb7ab176b5b3d0914003ce5e56113e0502f7ba5,How Is Video Game Development Different from Software Development in Open Source?,L. Pascarella; Fabio Palomba; M. D. Penta; Alberto Bacchelli,2018.0,FSE2014,71,"[""[38], who studied the effect of programming languages on software quality and proposed a catalog of malfunctions that may appear in a software project."", ""[38] and verified that, besides the need for adding one category (Algorithmic faults), such a taxonomy fits with the range of faults found in the analyzed projects.""]","[""background""]",10.1145/3196398.3196418,,causal,,,manual
2dc7b07c59340deee89f6d9dd77c662edebb6ccf,How We Refactor and How We Mine it ? A Large Scale Study on Refactoring Activities in Open Source Systems,E. Alomar,2018.0,FSE2014,0,"[""Similar to [37][40], we filter out the projects that have less than the 1st quartile for all of these engagement metrics to ensure that these projects have a significant maintenance activity, and maintained by a large set of developers for a significant period of time.""]","[""methodology""]",,,neutral,,,manual
7a3d55e9501ede950a150bb81d7d6c133f4837f1,Identifying key developers in software projects using code authorship metrics,G. Avelino,2018.0,FSE2014,0,"[""67 4.8 Contributions to PointCloudLibrary/pcl over time (screenshot from GitHub) 67 4.9 Age of the repositories with TF events . . . . . . . . . . . . . . . . . . . . 68\nxvii\n4.10 When do TF events happen (counting from the repositories creation) . . . 69 4.11 When do projects survive a TF event . . . . . . . . . . . . . . . . . . . . ."", ""We extended the initial study (Linux kernel) by applying the same authorship-related metrics to a dataset of 114 popular (number of stars) open source systems, retrieved from GitHub."", ""We also apply this algorithm to identify TF events\u2014i.e., situations where all TF developers abandon the project\u2014in a set of 1,932 popular GitHub projects."", ""Other studies investigate the influence of programming language on software quality [Ray et al., 2014] and the characteristics of community contributions [Padhye et al."", ""We start by investigating code authorship parameters in 115 popular GitHub projects, including an in-depth analysis of how these parameters evolve in the Linux kernel (Q1)."", ""1 Selection of Target Subjects To select a target set of subjects, we follow a procedure similar to other studies investigating GitHub [Yamashita et al., 2015; Gousios et al., 2014; Kalliamvakou et al., 2014; Ray et al., 2014]."", ""In this chapter, we address Q3 by investigating truck factor events in a dataset built with 1,932 popular GitHub projects."", ""Additionally, in a second study, we contrast the authorship results computed for the Linux kernel with the ones computed for a dataset of 114 popular open source systems, retrieved from GitHub."", ""lar open source projects hosted on GitHub."", ""Tamb\u00e9m aplicamos esse algoritmo para identificar eventos TF\u2014isto \u00e9, situa\u00e7\u00f5es em que todos os desenvolvedores TF abandonam o projeto\u2014 em um conjunto de 1.932 projetos populares do GitHub.""]","[""methodology"", ""background""]",,,neutral,,,manual
2da8d98af607878d33817f48e3e611cc24ee7222,"Influence Indexing of Developers, Repositories, Technologies and Programming Languages on Social Coding Community GitHub",R. Bana; Anuja Arora,2018.0,CACM2017,14,"[""In [5] the authors have presented a study to analyze the effect of programming languages on software quality and code quality in github.""]","[""background""]",10.1109/IC3.2018.8530644,,causal,,,manual
5fe0fc6e2a03c6843413ab2033af7d830ad74bd4,Initial coin offerings (ICOs) to finance new ventures,Christian Fisch,2018.0,FSE2014,464,[],[],10.2139/ssrn.3147521,,no_context,,,No citation context available
2902c7e87bffffa7de34a060610d19c25ed1df7c,Interdisciplinary programming language design,Michael J. Coblenz; Jonathan Aldrich; B. Myers; Joshua Sunshine,2018.0,CACM2017,25,"[""[47] Baishakhi Ray, Daryl Posnett, Premkumar Devanbu, and Vladimir"", ""Empirical studies suggest that the choice of programming language can significantly impact software quality and security [47], as well as performance and programmer productivity [41].""]","[""background""]",10.1145/3276954.3276965,,causal,,,manual
e686655113956bb8548344462b7ed649dbc83f97,Large-Scale Evaluation of the Efficiency of Runtime-Verification Tools in the Wild,Omar Javed; Walter Binder,2018.0,FSE2014,6,"[""For example, investigating the presence of code duplication and similarity [13], identifying factors that affect code quality [20], understanding the use of language features [21], and identifying faults in the test code.""]","[""background""]",10.1109/APSEC.2018.00091,,causal,,,manual
f4cb5f0f50edb6f10894999e35589a5d7cf3892e,MIGRATING AND EVALUATING A TEST ENVIRONMENT FROM A DYNAMICALLY TO A STATICALLY TYPED LANGUAGE,Marija Djordjevic; Hamza Sabljakovic,2018.0,FSE2014,1,"[""Aside from the mentioned experiments and empirical studies, a large-scale observational study of programming languages and code quality in GitHub [51] has also confirmed that statically typed projects have fewer bugs than dynamically typed."", ""Yet, GitHub\u2019s report shows that dynamically typed languages: JavaScript, Python, PHP and Ruby take four of the first five places when it comes to the popularity of programming languages [7].""]","[""result""]",,,hedged,,,manual
c6e1788ba9dfefe227ce323b07c7017690a740c0,Mining Git based Software Repositories,Gianluca Roveda,2018.0,FSE2014,1,"[""A correlation between the main programming language and the number of bugs, for several GitHub projects, is investigated in [63].""]","[""background""]",,,hedged,,,manual
53444ce28f64e876319ee4c275c498310e50ff4e,Network Semantic Segmentation with Application to GitHub,N. Bidoki; G. Sukthankar,2018.0,FSE2014,3,[],[],10.1109/CSCI46756.2018.00247,1902.0522,no_context,,,No citation context available
fcd283b4f80053bcde571935edcda1388db23779,Observing the Uptake of a Language Change Making Strings Immutable,Manuel Maarek,2018.0,FSE2014,0,[],[],10.4230/OASICS.PLATEAU.2018.6,,no_context,,,No citation context available
08b6df9a43d54fab90b3cc22f6d809635af4f99e,On the challenges of open-sourcing proprietary software projects,G. Pinto; I. Steinmacher; Luiz Felipe Dias; M. Gerosa,2018.0,FSE2014,24,"[""This is a common approach for selecting open source projects to investigate (Avelino et al. 2016; Pinto et al. 2016; Ray et al. 2014).""]","[""background""]",10.1007/s10664-018-9609-6,,neutral,,,manual
cc1f2bcad5168ff80ffce7e3aaae85c4eb11e3a7,Open Source Development Around the World: A Comparative Study,Thais Mombach; M. T. Valente; Cuiting Chen; M. Bruntink; G. Pinto,2018.0,FSE2014,5,"[""As a side e\ufb00ect of this introduction, open source software is gaining momentum in both practitioners and researchers arenas [5, 9, 10, 11, 12, 13]."", ""On the technical side, researchers are taking advantage of these platforms to answer questions regarding the adoption of programming language features [11], how to detect and \ufb01x bugs [13], or how to improve code quality [10].""]","[""background""]",,1805.01342,neutral,,,manual
428ff32f0bf997bf4fec98b7c9a7d4e743327e95,Personalized project recommendation on GitHub,Xiaobing Sun; Wenyuan Xu; Xin Xia; Xiang Chen; Bin Li,2018.0,FSE2014,34,[],[],10.1007/s11432-017-9419-x,,no_context,,,No citation context available
57a43c1390dbb43b34a2eb910204c7033daaf9ba,Poster: Identifying Security Issues in Software Development: Are Keywords Enough?,P. Morrison; Tosin Daniel Oyetoyan; L. Williams,2018.0,FSE2014,9,"[""Further, the project-specific models have higher performance than the literature-based models (Ray.vocab [9] and Pletea.vocab [ 7]) on the project oracle datasets.""]","[""result""]",10.1145/3183440.3195040,,neutral,,,manual
d590ebb6c91b7a10e3e6e765ac2a33c649f1f35c,Preemptive type checking,Neville Grech; B. Fischer; J. Rathke,2018.0,FSE2014,2,"[""However, the earlier type errors are detected, the earlier the program can be corrected, and it has indeed been shown that programs that are written in a dynamically-typed language tend to contain more latent errors than those that are written in statically-typed languages [2].""]","[""background""]",10.1016/J.JLAMP.2018.08.003,,causal,,,manual
dc584c660c5766efe4b0e2fd1db461535452126e,Relationship between geographical location and evaluation of developer contributions in github,Ayushi Rastogi; N. Nagappan; Georgios Gousios; A. Hoek,2018.0,FSE2014,52,"[""The impact of the various characteristics shown in Table 1 on pull request acceptance is reported as percentage of deviance [21].""]","[""background""]",10.1145/3239235.3240504,,neutral,,,manual
5e83ee987e2325969996df5f0570fd81745fd5a9,Self-Reported Activities of Android Developers,L. Pascarella; F. Geiger; Fabio Palomba; Dario Di Nucci; I. Malavolta; Alberto Bacchelli,2018.0,FSE2014,26,"["", generic open-source software [32], or by focusing on specific aspect of Android apps, such as performance [7] and energy consumption [3, 22]."", ""Past research has focused on specific aspects of Android apps such as performance [7] and energy consumption [3, 22], here we continue on this line, but broaden the scope to any type of activity, as done for open-source software [32]."", ""[32] analyzed a large dataset from GitHub to understand the effect of programming languages on software quality, finding that language design has modest effect on software quality.""]","[""background""]",10.1145/3197231.3197251,,hedged,,,manual
150d255065a36cd1413b9ee782a092c54a220366,Software Analytics: What’s Next?,T. Menzies; Thomas Zimmermann,2018.0,FSE2014,19,[],[],10.1109/MS.2018.290111035,,no_context,,,No citation context available
4d8303cd6a9eb062835d39f519c1b5b8e03388cd,Software Testing Best Practices in Large-Scale Projects,Mouna Mothey,2018.0,FSE2014,2,[],[],10.32628/cseit182546,,no_context,,,No citation context available
36bc69c02a70de4c1460e30b8826104a174078bb,The Impact of Correlated Metrics on Defect Models,Jirayus Jiarpakdee; C. Tantithamthavorn; A. Hassan,2018.0,FSE2014,41,"[""The aforementioned serveys guide our selection of the two commonly-used analytical learners: logistic regression [7, 8, 20, 47, 60, 64, 65, 71, 95] and random forest [30, 31, 42, 61, 70].""]","[""background""]",,1801.10271,neutral,,,manual
ef5655779f947deac79ab92ab84ac675069cee1e,User influence analysis for Github developer social networks,Yan Hu; Shanshan Wang; Yizhi Ren; Kim-Kwang Raymond Choo,2018.0,FSE2014,44,[],[],10.1016/j.eswa.2018.05.002,,no_context,,,No citation context available
431cdeba5aa6c76438eeaf885a4b52736d3d2fec,What Programming Languages Do Developers Use? A Theory of Static vs Dynamic Language Choice,Aaron Pang; C. Anslow; J. Noble,2018.0,FSE2014,12,"[""[12] conducted a large study of GitHub projects (n=729, 17 of the most used languages and the top 50 projects for each of these), to see the impact static and dynamic languages as well as strong and weak typing have on the quality of software.""]","[""background""]",10.1109/VLHCC.2018.8506534,,causal,,,manual
98e267871e7f71b91910c42eb52709c9c8515dcb,What's in a GitHub Star? Understanding Repository Starring Practices in a Social Coding Platform,H. Borges; M. T. Valente,2018.0,FSE2014,322,"[""select 50 projects by stars on GitHub to study the effects of programming language features on defects [7].""]","[""background""]",10.1016/j.jss.2018.09.016,1811.07643,causal,,,manual
57e3dc7d6a43630dd89a3ccc25c79c63197164c6,Why is a Ravencoin Like a TokenDesk? An Exploration of Code Diversity in the Cryptocurrency Landscape,Pierre Reibel; Haaroon Yousaf; S. Meiklejohn,2018.0,FSE2014,4,"[""\u2026of software projects according to their position of their repositories and developers in the GitHub social graph, and others have taken advantage of the volume of source code available on GitHub to analyze common coding practices [35] or how bugs vary across di\ufb00erent programming languages [25].""]","[""background""]",,1810.0842,neutral,,,manual
2655eb93ce8abfa026059c8dbe5b09c6b457a395,Wisdom in Sum of Parts: Multi-Platform Activity Prediction in Social Collaborative Sites,Roy Ka-Wei Lee; D. Lo,2018.0,FSE2014,5,"[""Similarly, there were also work on analyzing programming languages used by users in GitHub and their relationships to GitHub contributions [18, 20, 24, 30].""]","[""background""]",10.1145/3201064.3201067,1805.03348,neutral,,,manual
a2317e44a91d40da88dbb68f69c0f0e319cd172a,Work practices and challenges in continuous integration: A survey with Travis CI users,G. Pinto; F. C. Filho; R. Bonifácio; Marcel Rebouças,2018.0,FSE2014,27,"[""Therefore, we started our search by selecting representative open source projects using the same approach introduced by Ray and colleagues [27].""]","[""methodology""]",10.1002/spe.2637,,neutral,,,manual
807e474e62be6a76fbf7771a9f7b5be6d86c580d,9th Workshop on Evaluation and Usability of Programming Languages and Tools (PLATEAU 2018),Titus Barik; Joshua Sunshine; Sarah Chasins,2019.0,FSE2014,3,[],[],,,no_context,,,No citation context available
a5bd6c309be3023cc1e34b3cbaaaa6a7c54504e7,A Domain-Sensitive Threshold Derivation Method,Allan Mori; Gustavo Vale; Elder Cirilo; Eduardo Figueiredo,2019.0,FSE2014,1,"[""Recent studies [21][34] have shown that grouping systems in a domain supports some analyses, such as the relation of language defect proneness with software domain and the presence of smells and quality-related metrics."", ""Previous studies [21][29][34][35] have grouped information systems into domains based on similar characteristics."", ""Murphy-Hill et al. [29] and Ray et al. [34] grouped systems."", ""Third, for each category, we selected the ten most popular mobile systems and manually verified whether each system\u2019s source code is available on GitHub [34].""]","[""background""]",10.1145/3330204.3330252,,hedged,,,manual
7d78fa7dc5f7e51b3899bfb14095105cd82b79f3,A Visual Tool for Supporting Collaborative Code Quality,Matheus Camilo da Silva; Patricia Rucker de Bassi; Gregory Moro Puppi Wanderley; Cesar Augusto Tacla; E. Paraiso,2019.0,FSE2014,0,"[""However, we found that developers are still facing difficulties to understand and apply the information provided by code quality metrics [7] [8] [9] [10].""]","[""background""]",10.1109/CSCWD.2019.8791846,,neutral,,,manual
936538f93a7a1710cceaf387e3286e2eb8ddd10a,A Visual Tool for Supporting Collaborative Code Quality,Matheus Da Silva; Patricia Rucker de Bassi; Gregory Moro Puppi Wanderley; Cesar Augusto Tacla; Emerson Cabrera Paraiso,2019.0,FSE2014,0,"[""However, we found that developers are still facing difficulties to understand and apply the information provided by code quality metrics [7] [8] [9] [10].""]","[""background""]",10.1109/CSCWD.2019.8791846,,neutral,,,manual
639299036f8c9016ed59674ad231c4989b629114,A first look at unfollowing behavior on GitHub,Jing Jiang; D. Lo; Yun Yang; Jianfeng Li; Li Zhang,2019.0,FSE2014,16,[],[],10.1016/J.INFSOF.2018.08.012,,no_context,,,No citation context available
2855a830423750f0d09daaebc988f4e5027b9d0a,Ability Level of Git Hub Amongst Computer Science Students,J. T. Tarigan; E. Zamzami; I. Jaya; S. M. Hardi; M. Zarlis; Muisa Zamzami; Melvani Hardi,2019.0,FSE2014,1,"[""Ray et al. discusses the code quality in GitHub and try to present the type of programming that is common in GitHub [11].""]","[""background""]",10.35940/ijrte.b1028.0782s719,,neutral,,,manual
061c208392a323bece296b79371036e56ccd50a5,Adversarial Authorship Attribution in Open-Source Projects,A. Matyukhina; Natalia Stakhanova; M. Preda; Celine Perley,2019.0,FSE2014,13,"[""Using existing domain names for categorization of GitHub projects [24], our final collection contains Application (352), Database (0), CodeAnalyzer (32), MiddleWare (0), Library (11), Framework (132), Other (31).""]","[""methodology""]",10.1145/3292006.3300032,,neutral,,,manual
c05660a12211df76a709cf540f35d12daf57be5f,An Empirical Study of Common Challenges in Developing Deep Learning Applications,Tianyi Zhang; Cuiyun Gao; Lei Ma; Michael R. Lyu; Miryung Kim,2019.0,FSE2014,155,"[""The first two authors manually inspected top 200 frequent words appeared in each category and selected representative keywords together, following the same method as in prior work [24], [25].""]","[""methodology""]",10.1109/ISSRE.2019.00020,,neutral,,,manual
51e1764a158c1eafa7d8cc8b7ed8d4cd16984e3e,An Explorative Study of GitHub Repositories of AI Papers,Boyang Zhang,2019.0,FSE2014,5,"[""[5] found the relation between code quality and programming language.""]","[""background""]",,1903.01555,causal,,,manual
11081a6af887f6084a0bebc18e90c33aeabcd41e,An empirical study of security warnings from static application security testing tools,Bushra Aloraini; M. Nagappan; D. Germán; Shinpei Hayashi; Yoshiki Higo,2019.0,FSE2014,46,[],[],10.1016/j.jss.2019.110427,,no_context,,,No citation context available
3bd9d087082ca3a4d94691a88f6b6a44ee03a90a,Analyzing Offline Social Engagements: An Empirical Study of Meetup Events Related to Software Development,Abhishek Sharma; Gede Artha Azriadi Prana; Anamika Sawhney; N. Nagappan; David Lo,2019.0,FSE2014,5,"[""There have been various works studying developer behaviors and practices by analyzing data in GitHub [6, 9, 19, 49\u201351, 64, 73].""]","[""background""]",10.1109/saner53432.2022.00129,1912.07352,neutral,,,manual
d3a9d58c7deac6d9045cfdef78baeb94cfe3c4d4,Approaching Polyglot Programming: What Can We Learn from Bilingualism Studies?,R. L. Hao; Elena L. Glassman,2019.0,FSE2014,3,"[""Kochhar et al [12] investigated the impact of multiple programming languages on software quality, applying a method of looking into code quality across Github projects proposed by Ray et. al [18].""]","[""methodology""]",10.4230/OASIcs.PLATEAU.2019.1,,causal,,,manual
26fd46cf2ed6d8c80a5d25a207aba0c94ed654d9,Are Refactorings to Blame? An Empirical Study of Refactorings in Merge Conflicts,M. Mahmoudi; Sarah Nadi; Nikolaos Tsantalis,2019.0,FSE2014,42,[],[],10.1109/SANER.2019.8668012,,no_context,,,No citation context available
00ac6d4b123d645f38a5fa4e4bc9733ba663d558,Assessing Practitioner Beliefs,Shrikanth N. C.; T. Menzies,2019.0,FSE2014,2,"[""Like this prominent [28] and a recent [31] large scale analysis, we rely on labeling commit messages for bug fixes as our independent variable.""]","[""methodology""]",,,neutral,,,manual
e16d959b8d9a533b0c5fc96fff2422ac69beacba,Assessing Practitioner Beliefs about Software Defect Prediction,Shrikanth N. C.; T. Menzies,2019.0,FSE2014,28,"[""Like this prominent [28] and a recent [31] large scale analysis, we rely on labeling commit messages for bug fixes as our independent variable.""]","[""methodology""]",10.1145/3377813.3381367,1912.10093,neutral,,,manual
300c94d21eb02bd76ac5f5de9087ad58c5ae3e0c,Better Code Hub Maintainability Combine datasets Energy Commits Baseline Commits,Luis Cruz; Rui Abreu; J. Grundy; Li Li; Xin Xia,2019.0,FSE2014,0,"[""Previous work studied the effect of programming languages in the quality of code found [39].""]","[""background""]",,,causal,,,manual
8f80d5cfcd378f10f451667bd101bbbe42145025,Blame Tracking and Type Error Debugging,Sheng Chen; J. P. Campora,2019.0,FSE2014,3,[],[],10.4230/LIPIcs.SNAPL.2019.2,,no_context,,,No citation context available
c784647d5585b6f1e2f95cf97cbd231088918c0c,"Branch Use in Practice: A Large-Scale Empirical Study of 2,923 Projects on GitHub",W. Zou; Weiqiang Zhang; Xin Xia; Reid Holmes; Zhenyu Chen,2019.0,FSE2014,20,"[""measured the naturalness of buggy source code [41] and explored how programming languages would affect code quality [42].""]","[""background""]",10.1109/QRS.2019.00047,,causal,,,manual
df1ea389066b4bb95b954f1b353217e2d23339a3,Characterization and Prediction of Popular Projects on GitHub,Junxiao Han; Shuiguang Deng; Xin Xia; Dongjing Wang; Jianwei Yin,2019.0,FSE2014,39,"[""[20] performed an analysis and statistics on GitHub dataset, and attempted to explore the effect of programming language features on software quality.""]","[""methodology""]",10.1109/COMPSAC.2019.00013,,causal,,,manual
b8dd8a835bb7411ad3c82a307961778943b342ad,DLTPy: Deep Learning Type Inference of Python Function Signatures using Natural Language Context,Casper Boone; Niels de Bruin; Arjan Langerak; Fabian Stelmach,2019.0,FSE2014,9,"[""It has also been shown that statically typed languages are \""less error-prone than functional dynamic languages\"" [2]."", ""dynamic typing in the developer community [2], both excel in certain aspects [3].""]","[""background""]",,1912.0068,causal,,,manual
ab3c3ccd277777a7614a364c02b4967eee00ffbf,Do Energy-Oriented Changes Hinder Maintainability?,Luis Cruz; R. Abreu; J. Grundy; Li Li; Xin Xia,2019.0,FSE2014,33,"[""Previous work studied the effect of programming languages in the quality of code found [39].""]","[""background""]",10.1109/ICSME.2019.00013,1908.08332,causal,,,manual
d480c5c5cfda7af188a0133d9a1d36aff9ec4a72,Emerging languages: An alternative approach to teaching programming languages,Saverio Perugini,2019.0,CACM2017,2,"[""Ultimately, nobody cares if a student can program LISP; rather they care if they can think like a LISP programmer (e.g., higher-order abstractions and metaprogramming), in a variety of other languages."", ""\u2026a particular programming language to get themselves jobs\u201d (Guzdial & Landau, 2018), and since more code is written in, e.g., Java and C++ than LISP (Ray et al., 2017), students are typically not going to get excited about required concepts of languages course whose description indicates the use\u2026"", ""Can\u2019t we teach students first-class and higherorder functions and closures in Python rather than LISP?"", ""Since \u201c[s]tudents often learn a particular programming language to get themselves jobs\u201d (Guzdial & Landau, 2018), and since more code is written in, e.g., Java and C++ than LISP (Ray et al., 2017), students are typically not going to get excited about required concepts of languages course whose description indicates the use LISP as an implementation language (in either the survey- or interpreter-oriented approach), which they perceive as not being used in industry, as not building their r\u00e9sum\u00e9, and as not helping them get a job."", ""Students perceive emerging languages like Python and Ruby as less esoteric, more accessible, and more practically applicable to real-world problems than languages like LISP and ML, which they perceive as archaic and arcane."", "", Java and C++ than LISP (Ray et al., 2017), students are typically not going to get excited about required concepts of languages""]","[""background""]",10.1017/S095679681900011X,,neutral,,,manual
0ae62a20e974bf6f18b8eacf60d1439650d8fb9c,Estimating the Maintenance Effort of JavaScript Applications,Ioannis Zozas; Stamatia Bibi; Apostolos Ampatzoglou; Panagiotis G. Sarigiannidis,2019.0,CACM2017,3,"[""The metrics have been collected in multiple ways for each project release: (a) the actual maintenance effort, project rating, open bugs, release information and commits has been recorded based on statistics provided by the GitHub platform; (b) commits and release notes provided by the platform were categorized for Adaptive/Perfective, Corrective and Preventive tasks [19][25] on word frequencies.""]","[""methodology""]",10.1109/SEAA.2019.00042,,neutral,,,manual
56137d7d070397fe0ab147298305b5b1a283f7d0,FSE/CACM Rebuttal2: Correcting A Large-Scale Study of Programming Languages and Code Quality in GitHub,E. Berger; Petr Maj; O. Vitek; J. Vitek,2019.0,FSE2014,15,"[""CACM 728 projects, 63 million SLOC, 29,000 authors, 1.5 million commits, in 17 FSE 729 projects, 80 Million SLOC, 29,000 authors, 1.5 million commits, in 17 CACM ...top 19....top 50 projects... we analyze 850 projects spanning 17 different FSE ...top 19....top 50 projects... we analyze 850 projects spanning 17 different CACM The archive logs 18 different GitHub events FSE The archive logs eighteen different GitHub events CACM ...top 3 projects in C...we select the top 50 projects ...we drop the projects FSE We select the top 50 projects...we filter out the CACM with fewer than 28 commits (28 is the first... FSE having less than 28 commits, where 28 is the first... CACM This leaves us with 728 projects."", ""This may lead to a systematic bias; for example, macro definitions in C are in .h files, so are templates and classes in C++. Unlike TypeScript, this cannot be explained by an error in GitHub Linguist."", ""4:L597) FSE is limited to open source projects hosted on GitHub."", ""An analysis of GitHub is necessarily measuring correlation and not establishing causation, as it does not constitute an experiment."", ""Our paper reproduced A LargeScale Study of Programming Languages and Code Quality in GitHub [3], which appeared at FSE 2014 (\u201cFSE\u201d) and was subsequently republished as a CACM research highlight in 2017 [4] (\u201cCACM\u201d)."", ""That discussion should not obscure the fact that, in the end, p-values are a tool ill-suited to large scale data analysis, as is the case for the analysis of GitHub repositories."", ""1:L364) where, in order to find missing commits, we downloaded projects from GitHub to compare them with the FSE data."", ""3:L585) The use of GitHub stars led to over representing \u201cpopular\u201d areas such as the 17 variants of bitcoin, and the presence of projects that contain design patterns but no executable code."", ""The projects should be chosen by controlling their characteristics rather than relying on GitHub \u201cstars\u201d which capture popularity and are unrelated to software development."", ""We did not choose to embark on that journey because we fundamentally do not believe that the question the FSE authors set out to answer, namely whether some languages are more defect prone than others, can be meaningfully answered by scraping GitHub.""]","[""methodology""]",,1911.11894,critical,,,manual
967d4848321f80a90d3ac5b04dd436a5ff43822b,Factors That Influence Productivity: A Checklist,S. Wagner; E. Murphy-Hill,2019.0,FSE2014,19,"[""programming language the programming language used [1, 21]""]",[],10.1007/978-1-4842-4221-6_8,,causal,,,manual
cb112a76691ee717a4df982caf1815502bb4e8e8,Finding needles in a haystack: Leveraging co-change dependencies to recommend refactorings,M. Oliveira; Davi Freitas; R. Bonifácio; G. Pinto; D. Lo,2019.0,CACM2017,22,"[""This is also a common approach for selecting open source projects to investigate [46, 47].""]","[""background""]",10.1016/j.jss.2019.110420,,neutral,,,manual
714751285dec4aa9d0d292b3c04c4dfc23e733e9,Generating Tests to Analyse Dynamically-Typed Programs,Stephan Lukasczyk,2019.0,FSE2014,6,[],[],10.1109/ASE.2019.00146,,no_context,,,No citation context available
44026382b22ab5c93c31d05a57f1a6ff143f5795,Hacking events: Project development practices and technology use at hackathons,Annika Richterich,2019.0,FSE2014,44,[],[],10.1177/1354856517709405,,no_context,,,No citation context available
be12de441dcbe1c0ebdc658ce120efc934baed64,How Implementation Language Affects Design Patterns: A Comparison of Gang of Four Design Pattern Implementations in Different Languages,K. Pedersen,2019.0,FSE2014,0,[],[],,,no_context,,,No citation context available
6f6a28a3115e147e443a545fd8f75cf7a3babf1b,Identifying Barriers to Adoption for Rust through Online Discourse,Anna Zeng; Will Crichton,2019.0,FSE2014,24,"[""Christakis and Bird [2] used surveys and interviews to understand the adoption of program analyzers, and Ray et al. [10] used program analyzers to compare languages based on bugs detected in a large corpus of GitHub repositories.""]","[""background""]",10.4230/OASIcs.PLATEAU.2018.5,1901.01001,neutral,,,manual
